asin,brand,currency,discount,final_price,images_count,initial_price,item_weight,rating,reviews_count,root_bs_rank,seller_id,seller_name,timestamp,title,video_count,categories,number_of_sellers,main_category,main_rank,quantity_in_stock,is_in_stock,book_format,discount_pct,discount_range,price_range,num_reviews_range
0316333522,Andrzej Sapkowski,USD,5.01,34.99,4,40.0,567.4,4.7,21862,2281.0,ATVPDKIKX0DER,indoobestsellers,2021-12-21 23:26:09,The Last Wish: Illustrated Edition (The Witcher),0,Literature & Fiction - Action & Adventure,19.0,353,0.11111111111111112,,1,Kindle,12.525,10%-20%,$30+,20000-30000
0316540714,James PattersonBill Clinton,USD,15.0,15.0,4,30.0,862.448,4.6,19611,1210.0,ATVPDKIKX0DER,EB-BOOKS LLC,2021-12-21 23:35:46,The President's Daughter: A Thriller,0,Literature & Fiction - Action & Adventure,19.0,263,0.9696969696969698,,1,Kindle,50.0,30%+,$10-$20,10000-20000
0316556327,Madeline Miller,USD,5.89,11.1,4,16.99,362.88000000000005,4.6,25601,369.0,ATVPDKIKX0DER,BookOutlet USA,2021-12-21 23:26:09,Circe,0,Literature & Fiction - Genre Fiction,19.0,180,0.04040404040404041,,1,Kindle,34.66745144202472,30%+,$10-$20,20000-30000
0316556343,Madeline Miller,USD,14.01,15.99,1,30.0,635.4879999999999,4.6,25601,4250.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:35:49,Circe,0,Literature & Fiction - Genre Fiction,19.0,223,0.4545454545454546,,1,Kindle,46.699999999999996,30%+,$10-$20,20000-30000
0316389706,Andrzej SapkowskiDavid French,USD,2.5,15.49,3,17.99,317.52,4.8,11599,803.0,ATVPDKIKX0DER,JW-Wilson,2021-12-21 23:26:16,"Sword of Destiny (The Witcher, 2)",0,Literature & Fiction - Short Stories & Anthologies,19.0,227,0.050505050505050504,,1,Kindle,13.896609227348527,10%-20%,$10-$20,10000-20000
031670704X,Stephenie Meyer,USD,13.99,14.0,5,27.99,930.536,4.8,77749,479.0,ATVPDKIKX0DER,California Book Bag,2021-12-21 23:26:20,Midnight Sun,0,Teen & Young Adult - Science Fiction & Fantasy,19.0,386,0.31313131313131315,,1,Kindle,49.982136477313325,30%+,$10-$20,50000+
0316412694,James PattersonBill Clinton,USD,14.6,15.4,4,30.0,771.664,4.4,18859,26734.0,ATVPDKIKX0DER,Benjamins Bookshelf,2021-12-21 23:26:13,The President Is Missing: A Novel,0,Literature & Fiction - Action & Adventure,19.0,203,0.6161616161616162,,1,Kindle,48.666666666666664,30%+,$10-$20,10000-20000
0316769177,J. D. Salinger,USD,3.21,12.78,5,15.99,263.65500000000003,4.5,23720,1692.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:09,The Catcher in the Rye,0,Literature & Fiction - United States,19.0,180,0.2828282828282828,,1,Kindle,20.075046904315197,20%-30%,$10-$20,20000-30000
0316769487,J.D. Salinger,USD,4.78,5.21,4,9.99,113.4,4.5,23720,7904.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:20,The Catcher in the Rye,0,Literature & Fiction - United States,19.0,394,0.35353535353535354,,1,Kindle,47.84784784784785,30%+,< $10,20000-30000
0316769533,J. D. Salinger,USD,14.01,15.99,5,30.0,402.57,4.5,23720,7964.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:11,The Catcher in the Rye,0,Literature & Fiction - United States,19.0,394,0.31313131313131315,,1,Kindle,46.699999999999996,30%+,$10-$20,20000-30000
0316420085,Elin Hilderbrand,USD,14.5,14.5,1,29.0,571.9392,4.6,19721,1575.0,ATVPDKIKX0DER,SRS Company,2021-12-21 23:35:55,Golden Girl,0,Literature & Fiction - Genre Fiction,19.0,195,0.12121212121212123,,1,Kindle,50.0,30%+,$10-$20,10000-20000
0316420255,James Patterson,USD,14.69,14.31,2,29.0,640.0272,4.7,19820,8460.0,ATVPDKIKX0DER,FindAnyBook,2021-12-21 23:26:07,"Deadly Cross (Alex Cross, 26)",0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,265,0.787878787878788,,1,Kindle,50.6551724137931,30%+,$10-$20,10000-20000
0321832019,"by Wynn Kapit (Author), Lawrence M. Elson (Author)",USD,8.76,21.229999999999997,0,29.99,848.8304,4.6,10129,2745.0,ATVPDKIKX0DER,TrustedMarketing,2021-12-21 23:35:45,The Anatomy Coloring Book,0,"New, Used & Rental Textbooks - Medicine & Health Sciences",19.0,425,0.16161616161616163,,1,Kindle,29.20973657885962,20%-30%,$20-$30,10000-20000
0345350685,Alex Haley,USD,1.0,6.99,4,7.99,243.81,4.8,13577,4063.0,ATVPDKIKX0DER,ZBK Books,2021-12-21 23:35:57,The Autobiography of Malcolm X: As Told to Alex Haley,0,Politics & Social Sciences - Social Sciences,19.0,312,0.0,,1,Kindle,12.51564455569462,10%-20%,< $10,10000-20000
0345376714,Alex Haley,USD,8.81,10.19,1,19.0,374.21999999999997,4.8,13577,26495.0,ATVPDKIKX0DER,gatecitybooks,2021-12-21 23:35:50,The Autobiography of Malcolm X (As Told to Alex Haley),0,Politics & Social Sciences - Social Sciences,19.0,312,0.15151515151515152,,1,Kindle,46.36842105263158,30%+,$10-$20,10000-20000
0345396812,Clarissa Pinkola Estes,USD,2.01,17.99,2,20.0,535.6256,4.7,10746,28452.0,ATVPDKIKX0DER,VMG Books & Media,2021-12-21 23:26:20,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,0,Politics & Social Sciences - Social Sciences,19.0,322,0.47474747474747475,,1,Kindle,10.049999999999999,10%-20%,$10-$20,10000-20000
0345409876,by Clarissa Pinkola Estés (Author),USD,1.0,7.99,4,8.99,283.5,4.7,10746,1595.0,ATVPDKIKX0DER,Bear Books Outlet,2021-12-21 23:26:09,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,0,"Health, Fitness & Dieting - Psychology & Counseling",19.0,296,0.4040404040404041,,1,Kindle,11.123470522803114,10%-20%,< $10,10000-20000
0345434862,Queen Afua,USD,4.54,15.46,4,20.0,581.0176,4.7,19431,1044.0,ATVPDKIKX0DER,worldofbooksinc,2021-12-21 23:26:10,"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit",0,"Health, Fitness & Dieting - Women's Health",19.0,311,0.04040404040404041,,1,Kindle,22.7,20%-30%,$10-$20,10000-20000
0345472322,Carol S. Dweck,USD,8.45,8.55,4,17.0,238.14000000000001,4.6,11514,1029.0,ATVPDKIKX0DER,Retail Albatross,2021-12-21 23:26:05,Mindset: The New Psychology of Success,0,Business & Money - Personal Finance,19.0,32,0.5757575757575758,,1,Kindle,49.705882352941174,30%+,< $10,10000-20000
0358653037,J.R.R. Tolkien,USD,18.51,56.49,2,75.0,1588.72,4.8,17171,1721.0,ATVPDKIKX0DER,Boomerang Books UVU BYU,2021-12-21 23:35:50,The Lord of the Rings Illustrated Edition,0,Science Fiction & Fantasy - Fantasy,19.0,180,0.23232323232323232,,1,Kindle,24.680000000000003,20%-30%,$30+,10000-20000
0345533666,William Landay,USD,4.22,12.78,3,17.0,402.57,4.4,13375,17997.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:35:59,Defending Jacob: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,270,0.494949494949495,,1,Kindle,24.823529411764707,20%-30%,$10-$20,10000-20000
0345535529,George R. R. Martin,USD,21.33,28.62,1,49.95,2587.344,4.7,36948,2236.0,ATVPDKIKX0DER,Vivé Liber Books LLC,2021-12-21 23:26:12,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,0,Literature & Fiction - Genre Fiction,19.0,360,0.4545454545454546,,1,Kindle,42.7027027027027,30%+,$20-$30,30000-40000
0345538374,J.R.R. Tolkien,USD,21.22,14.74,1,35.96,880.6048,4.8,20453,186.0,ATVPDKIKX0DER,Goodwill of Orange County,2021-12-21 23:26:13,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,0,Literature & Fiction - Genre Fiction,19.0,351,0.16161616161616163,,1,Vinyl Bound,59.01001112347052,30%+,$10-$20,20000-30000
0345538986,Michael Crichton,USD,4.85,5.14,1,9.99,249.48000000000005,4.8,10147,4470.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:13,Jurassic Park: A Novel,0,Literature & Fiction - Action & Adventure,19.0,347,0.15151515151515152,,1,Kindle,48.548548548548546,30%+,< $10,10000-20000
0345539788,Pierce Brown,USD,12.01,15.99,1,28.0,617.3312000000001,4.6,11776,11526.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:13,Red Rising,0,Literature & Fiction - Action & Adventure,19.0,364,0.9393939393939396,2.0,1,Kindle,42.892857142857146,30%+,$10-$20,10000-20000
034553980X,Pierce Brown,USD,6.61,10.39,1,17.0,340.20000000000005,4.6,11776,3652.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:23,Red Rising,0,Literature & Fiction - Action & Adventure,19.0,364,0.24242424242424243,,1,Kindle,38.88235294117647,30%+,$10-$20,10000-20000
0345543246,John Grisham,USD,2.5,7.49,3,9.99,340.20000000000005,4.6,31304,19954.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:28,Sycamore Row (The Jake Brigance),0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,270,0.5050505050505052,,1,Kindle,25.025025025025027,20%-30%,< $10,30000-40000
0345543254,John Grisham,USD,2.51,7.48,1,9.99,272.16,4.0,25415,9431.0,ATVPDKIKX0DER,HOME-WORKS,2021-12-21 23:35:57,Gray Mountain: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,270,0.5555555555555557,,1,Kindle,25.125125125125123,20%-30%,< $10,20000-30000
0345544978,Jodi Picoult,USD,3.42,13.58,1,17.0,408.24,4.7,20527,5687.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:18,Small Great Things: A Novel,0,Literature & Fiction - Genre Fiction,19.0,193,0.6262626262626264,,1,Kindle,20.11764705882353,20%-30%,$10-$20,20000-30000
0374118043,André Aciman,USD,5.92,21.08,1,27.0,385.56,4.7,16661,50369.0,ATVPDKIKX0DER,Eaglestone Goods,2021-12-21 23:26:17,Call Me by Your Name: A Novel,0,LGBTQ+ Books - Literature & Fiction,19.0,166,0.9191919191919193,,1,Kindle,21.925925925925927,20%-30%,$20-$30,10000-20000
0345804325,Colson Whitehead,USD,3.94,13.01,1,16.95,249.48000000000005,4.5,17466,4936.0,A3K0ENLK4RWRFC,Babs BooksBabs Books-OnTimeBooks-,2021-12-21 23:26:14,The Underground Railroad: A Novel,0,Literature & Fiction - United States,19.0,174,0.5454545454545455,,1,Kindle,23.244837758112094,20%-30%,$10-$20,10000-20000
0345804341,Colson Whitehead,USD,5.07,10.88,2,15.95,226.8,4.6,17134,3857.0,ATVPDKIKX0DER,Rich Media Direct,2021-12-21 23:26:21,The Nickel Boys: A Novel,0,Literature & Fiction - Genre Fiction,19.0,174,0.37373737373737376,,1,Kindle,31.786833855799372,30%+,$10-$20,10000-20000
0345806786,Stephen King,USD,7.27,10.73,1,18.0,499.31200000000007,4.8,19461,1688.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:36:03,The Shining,0,Literature & Fiction - Genre Fiction,19.0,277,0.09090909090909093,,1,Kindle,40.388888888888886,30%+,$10-$20,10000-20000
0374201234,Kobe Bryant,USD,21.13,13.87,5,35.0,1280.0544,4.9,20034,130.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:22,The Mamba Mentality: How I Play,0,Sports & Outdoors - Biographies,19.0,7,0.13131313131313133,,1,Kindle,60.37142857142857,30%+,$10-$20,20000-30000
0345816021,Jordan B. Peterson,USD,10.96,14.99,4,25.95,658.184,4.8,43801,110.0,ATVPDKIKX0DER,EastcoastProducts,2021-12-21 23:26:21,12 Rules for Life: An Antidote to Chaos,0,"Health, Fitness & Dieting - Psychology & Counseling",19.0,130,0.15151515151515152,,1,Kindle,42.235067437379584,30%+,$10-$20,40000-50000
0374275637,Daniel Kahneman,USD,13.01,21.99,4,35.0,771.664,4.6,22138,5977.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:19,"Thinking, Fast and Slow",0,Business & Money - Management & Leadership,19.0,42,0.2828282828282828,,1,Kindle,37.17142857142857,30%+,$20-$30,20000-30000
0374300216,Ann Whitford Paul,USD,3.55,4.44,3,7.99,249.48000000000005,4.8,58744,43.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:24,If Animals Kissed Good Night,0,Children's Books - Growing Up & Facts of Life,19.0,0,0.3434343434343435,,1,Kindle,44.43053817271589,30%+,< $10,50000+
0374360960,Deborah DiesenDan Hanna,USD,3.6,14.39,5,17.99,430.92,4.9,20615,7042.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:26:24,"The Pout-Pout Fish (A Pout-Pout Fish Adventure, 1)",0,Children's Books - Growing Up & Facts of Life,19.0,127,0.15151515151515152,,1,Kindle,20.01111728738188,20%-30%,$10-$20,20000-30000
0374360979,Deborah Diesen,USD,2.99,5.0,5,7.99,272.16,4.9,20615,504.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:24,The Pout-Pout Fish,0,Children's Books - Growing Up & Facts of Life,19.0,72,0.4646464646464647,,1,Kindle,37.42177722152691,30%+,< $10,20000-30000
0374386137,Madeleine L'Engle,USD,8.3,11.69,3,19.99,354.375,4.6,10229,129613.0,ATVPDKIKX0DER,Bnservices,2021-12-21 23:26:25,"A Wrinkle in Time (A Wrinkle in Time Quintet, 1)",0,Teen & Young Adult - Science Fiction & Fantasy,19.0,421,0.7676767676767677,,1,Kindle,41.520760380190104,30%+,$10-$20,10000-20000
0374533555,Daniel Kahneman,USD,6.71,11.29,2,18.0,522.0079999999999,4.6,22138,405.0,ATVPDKIKX0DER,Vivé Liber Books LLC,2021-12-21 23:26:20,"Thinking, Fast and Slow",0,Business & Money - Management & Leadership,19.0,32,0.21212121212121213,,1,Kindle,37.27777777777778,30%+,$10-$20,20000-30000
0375813616,Barbara Park,USD,5.95,14.01,1,19.96,272.16,4.8,13409,148.0,ATVPDKIKX0DER,MediaFlow,2021-12-21 23:35:49,Junie B. Jones's First Boxed Set Ever! (Books 1-4),0,Children's Books - Growing Up & Facts of Life,19.0,47,0.5656565656565657,,1,Kindle,29.80961923847695,20%-30%,$10-$20,10000-20000
0375813659,Mary Pope Osborne,USD,12.01,11.95,1,23.96,272.16,4.8,16279,99.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:35:55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",0,"Children's Books - Fairy Tales, Folk Tales & Myths",19.0,0,0.9191919191919193,,1,Kindle,50.12520868113523,30%+,$10-$20,10000-20000
0375842209,Markus Zusak,USD,8.0,6.99,5,14.99,453.92,4.7,31084,490.0,ATVPDKIKX0DER,glenthebookseller,2021-12-21 23:26:07,The Book Thief,0,Children's Books - Growing Up & Facts of Life,19.0,386,0.41414141414141414,,1,Kindle Edition with Audio/Video,53.36891260840561,30%+,< $10,30000-40000
0375851569,Dr. Seuss,USD,23.48,26.47,1,49.95,1339.064,4.9,17588,176.0,ATVPDKIKX0DER,Collect Musings,2021-12-21 23:26:07,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",0,Literature & Fiction - Poetry,19.0,167,0.41414141414141414,,1,Kindle,47.007007007007005,30%+,$20-$30,10000-20000
0375869026,R. J. Palacio,USD,7.27,9.719999999999999,3,16.99,453.92,4.8,32482,1371.0,ATVPDKIKX0DER,AP Books and More,2021-12-21 23:26:12,Wonder,0,Children's Books - Growing Up & Facts of Life,19.0,81,0.13131313131313133,,1,Kindle,42.78987639788111,30%+,< $10,30000-40000
0380730405,Daphne Du Maurier,USD,6.8,10.19,3,16.99,306.18000000000006,4.5,10678,6871.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:35:50,Rebecca,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,333,0.16161616161616163,,1,Kindle,40.02354326074162,30%+,$10-$20,10000-20000
0380977788,Neil Gaiman,USD,3.35,13.64,1,16.99,294.84000000000003,4.8,10883,10505.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:26:26,Coraline,0,Children's Books - Growing Up & Facts of Life,19.0,96,0.6464646464646465,,1,Kindle,19.71748087110065,10%-20%,$10-$20,10000-20000
0385121679,Stephen King,USD,3.51,36.49,1,40.0,735.3504,4.8,19461,25601.0,ATVPDKIKX0DER,Apex_media🍏,2021-12-21 23:26:11,The Shining,0,Literature & Fiction - Genre Fiction,19.0,198,0.41414141414141414,,1,Kindle,8.774999999999999,< 10%,$30+,10000-20000
0385199570,Stephen King,USD,25.88,24.12,1,50.0,1575.1024000000002,4.7,22356,12859.0,ATVPDKIKX0DER,Momma's Media,2021-12-21 23:26:09,The Stand: The Complete and Uncut Edition,0,Literature & Fiction - Genre Fiction,19.0,370,0.6060606060606062,,1,Kindle,51.76,30%+,$20-$30,20000-30000
0385302304,Diana Gabaldon,USD,19.01,15.99,2,35.0,921.4576,4.7,38182,4939.0,ATVPDKIKX0DER,EZSHOP7,2021-12-21 23:26:18,Outlander,0,Literature & Fiction - Genre Fiction,19.0,334,0.29292929292929293,,1,Kindle,54.31428571428572,30%+,$10-$20,30000-40000
0385302312,Diana Gabaldon,USD,14.51,21.49,1,36.0,1112.104,4.8,18323,20744.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:26:08,Dragonfly in Amber (Outlander),0,Literature & Fiction - Genre Fiction,19.0,341,0.6060606060606062,,1,Kindle,40.30555555555556,30%+,$20-$30,10000-20000
0385302320,Diana Gabaldon,USD,6.01,28.99,3,35.0,1207.4272,4.8,15337,33243.0,ATVPDKIKX0DER,Mr carters,2021-12-21 23:35:57,Voyager (Outlander),0,Literature & Fiction - Genre Fiction,19.0,341,0.9191919191919193,,1,Kindle,17.17142857142857,10%-20%,$20-$30,10000-20000
0385315279,Diana Gabaldon,USD,10.01,24.99,2,35.0,1348.1424000000002,4.7,13553,26297.0,ATVPDKIKX0DER,Movous,2021-12-21 23:26:08,The Fiery Cross,0,Literature & Fiction - Genre Fiction,19.0,341,0.595959595959596,,1,Kindle,28.599999999999998,20%-30%,$20-$30,10000-20000
0385319959,Diana Gabaldon,USD,3.31,14.69,3,18.0,703.576,4.7,38182,4323.0,ATVPDKIKX0DER,Emmie's Store,2021-12-21 23:26:07,Outlander,0,Literature & Fiction - Genre Fiction,19.0,334,0.3434343434343435,,1,Kindle,18.38888888888889,10%-20%,$10-$20,30000-40000
0385324162,Diana Gabaldon,USD,6.31,28.69,2,35.0,1384.456,4.8,13908,34414.0,ATVPDKIKX0DER,Bay State Book Company,2021-12-21 23:26:08,A Breath of Snow and Ashes (Outlander),0,Science Fiction & Fantasy - Fantasy,19.0,341,0.6969696969696971,,1,Kindle,18.02857142857143,10%-20%,$20-$30,10000-20000
0385333846,Kurt Vonnegut,USD,2.01,14.99,1,17.0,212.625,4.5,10947,2846.0,ATVPDKIKX0DER,2nd Life Aloha,2021-12-21 23:26:08,Slaughterhouse-Five: A Novel (Modern Library 100 Best Novels),0,Literature & Fiction - Genre Fiction,19.0,180,0.41414141414141414,,1,Kindle,11.823529411764705,10%-20%,$10-$20,10000-20000
0385335970,Diana Gabaldon,USD,4.41,13.59,2,18.0,726.272,4.8,18323,27829.0,ATVPDKIKX0DER,Mojow,2021-12-21 23:26:21,"Dragonfly in Amber (Outlander, Book 2)",0,Literature & Fiction - Genre Fiction,19.0,341,0.8686868686868688,,1,Kindle,24.5,20%-30%,$10-$20,10000-20000
0385340990,Mary Ann ShafferAnnie Barrows,USD,8.05,18.95,1,27.0,422.415,4.7,13292,135526.0,A1KA8B9GZJ76LQ,DANO PRODUCTSDANO PRODUCTSVivé Liber Books LLC,2021-12-21 23:26:06,The Guernsey Literary and Potato Peel Pie Society: A Novel,0,Literature & Fiction - Genre Fiction,19.0,191,0.6666666666666667,1.0,1,Kindle,29.814814814814817,20%-30%,$10-$20,10000-20000
0385341008,Mary Ann ShafferAnnie Barrows,USD,6.9,10.1,4,17.0,221.13,4.7,13292,6254.0,ATVPDKIKX0DER,Gizmo's Books,2021-12-21 23:26:09,The Guernsey Literary and Potato Peel Pie Society,0,Literature & Fiction - Genre Fiction,19.0,181,0.5555555555555557,,1,Kindle,40.588235294117645,30%+,$10-$20,10000-20000
0385342454,Diana Gabaldon,USD,7.88,27.12,2,35.0,1157.4959999999999,4.8,13786,24287.0,ATVPDKIKX0DER,Mostly Tomatos,2021-12-21 23:35:55,An Echo in the Bone (Outlander),0,Science Fiction & Fantasy - Fantasy,19.0,341,0.6262626262626264,,1,Kindle,22.514285714285716,20%-30%,$20-$30,10000-20000
0385344430,Diana Gabaldon,USD,11.84,23.16,3,35.0,1198.3488000000002,4.8,23889,14433.0,ATVPDKIKX0DER,Momma's Media,2021-12-21 23:35:51,Written in My Own Heart's Blood (Outlander),0,Science Fiction & Fantasy - Fantasy,19.0,341,0.41414141414141414,,1,Kindle,33.82857142857143,30%+,$20-$30,20000-30000
0385348711,Erik Larson,USD,16.75,15.25,1,32.0,907.84,4.7,24717,430.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:12,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",0,Biographies & Memoirs - Leaders & Notable People,19.0,7,0.4040404040404041,,1,Kindle,52.34375,30%+,$10-$20,20000-30000
0385353308,Emily St. John Mandel,USD,3.0,24.95,3,27.95,630.9488,4.3,13332,16087.0,ATVPDKIKX0DER,HPB Inc.,2021-12-21 23:26:08,Station Eleven,0,Science Fiction & Fantasy - Science Fiction,19.0,370,0.6363636363636365,,0,Kindle,10.733452593917711,10%-20%,$20-$30,10000-20000
0385374151,Brianna Caplan SayresChristian Slade,USD,0.81,7.18,1,7.99,235.30500000000004,4.8,11705,826.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:38:12,Where Do Diggers Sleep at Night? (Where Do...Series),0,Children's Books - Growing Up & Facts of Life,19.0,53,0.12121212121212123,,1,Kindle,10.137672090112641,10%-20%,< $10,10000-20000
0385376715,Emily Winfield Martin,USD,9.44,8.55,1,17.99,430.92,4.9,18752,89.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:18,The Wonderful Things You Will Be,0,Children's Books - Growing Up & Facts of Life,19.0,47,0.38383838383838387,,1,Kindle,52.47359644246804,30%+,< $10,10000-20000
0385484518,Mitch Albom,USD,12.96,12.99,1,25.95,289.17,4.8,14255,6231.0,ATVPDKIKX0DER,VMG Books & Media,2021-12-21 23:26:19,"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",0,Self-Help - Death & Grief,19.0,375,0.29292929292929293,,1,Kindle,49.94219653179191,30%+,$10-$20,10000-20000
038549081X,Margaret Atwood,USD,7.96,7.99,4,15.95,249.48000000000005,4.4,50377,2387.0,ATVPDKIKX0DER,Vivé Liber Books LLC,2021-12-21 23:26:08,The Handmaid's Tale,0,Literature & Fiction - Genre Fiction,19.0,362,0.7676767676767677,,1,Kindle,49.905956112852664,30%+,< $10,50000+
0385534248,David Grann,USD,15.01,17.49,1,32.5,635.4879999999999,4.6,17891,5073.0,ATVPDKIKX0DER,LiquidationFactor,2021-12-21 23:26:08,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,0,Politics & Social Sciences - Social Sciences,19.0,30,0.43434343434343436,,1,Kindle,46.184615384615384,30%+,$10-$20,10000-20000
0385534639,Erin Morgenstern,USD,13.56,16.44,2,30.0,703.576,4.5,16877,17092.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:26:21,The Night Circus,0,Literature & Fiction - Genre Fiction,19.0,202,0.32323232323232326,,1,Kindle,45.2,30%+,$10-$20,10000-20000
0385539304,Bill Bryson,USD,15.81,14.19,1,30.0,817.056,4.7,11609,7228.0,ATVPDKIKX0DER,BankofBooks,2021-12-21 23:26:18,The Body: A Guide for Occupants,0,Humor & Entertainment - Humor,19.0,244,0.25252525252525254,,1,Kindle,52.7,30%+,$10-$20,10000-20000
0385542364,Colson Whitehead,USD,11.46,16.49,1,27.95,626.4096,4.5,17466,19130.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:12,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,0,Literature & Fiction - United States,19.0,176,0.26262626262626265,,1,Kindle,41.001788908765654,30%+,$10-$20,10000-20000
038554376X,Robert Kolker,USD,14.36,15.59,1,29.95,703.576,4.5,12424,15402.0,ATVPDKIKX0DER,MjTreasuresCT,2021-12-21 23:26:12,Hidden Valley Road: Inside the Mind of an American Family,0,Biographies & Memoirs - Professionals & Academics,19.0,27,0.22222222222222224,,1,Kindle,47.946577629382304,30%+,$10-$20,10000-20000
0385543913,E L James,USD,6.05,11.94,1,17.99,362.88000000000005,4.8,14127,11710.0,ATVPDKIKX0DER,MediaFlow,2021-12-21 23:26:17,"Darker: Fifty Shades Darker as Told by Christian (Fifty Shades Of Grey Series, 5)",0,Literature & Fiction - Women's Fiction,19.0,185,0.686868686868687,,1,Kindle,33.62979433018344,30%+,$10-$20,10000-20000
0385544189,John Grisham,USD,16.21,13.74,1,29.95,680.88,4.5,30098,9567.0,ATVPDKIKX0DER,HarryBat,2021-12-21 23:26:20,The Guardians: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,270,0.1717171717171717,,1,Kindle,54.12353923205343,30%+,$10-$20,30000-40000
0385545967,John Grisham,USD,18.04,11.91,1,29.95,794.36,4.6,65351,3459.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:26:20,A Time for Mercy (Jake Brigance),0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,270,0.07070707070707072,,1,Kindle,60.23372287145242,30%+,$10-$20,50000+
0385546025,John Grisham,USD,14.98,14.97,1,29.95,680.88,4.5,23704,29.0,ATVPDKIKX0DER,Hope Commerce,2021-12-21 23:26:22,The Judge's List: A Novel (The Whistler),0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,0,0.26262626262626265,,1,Kindle,50.01669449081804,30%+,$10-$20,20000-30000
0385546572,Stacey Abrams,USD,11.99,16.01,1,28.0,717.1936000000001,4.5,10813,2609.0,ATVPDKIKX0DER,MLan eCommerce,2021-12-21 23:26:24,While Justice Sleeps: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,274,0.32323232323232326,,1,Kindle,42.82142857142857,30%+,$10-$20,10000-20000
0385547684,John Grisham,USD,13.28,15.67,1,28.95,667.2624,4.5,28404,681.0,ATVPDKIKX0DER,SCLbooks,2021-12-21 23:35:50,Sooley: A Novel,0,Literature & Fiction - Genre Fiction,19.0,168,0.38383838383838387,,1,Kindle,45.87219343696027,30%+,$10-$20,20000-30000
0385737947,James Dashner,USD,6.38,12.61,1,18.99,503.85120000000006,4.5,14172,60293.0,ATVPDKIKX0DER,California Book Bag,2021-12-21 23:26:15,"The Maze Runner (Maze Runner, Book One): Book One",0,Teen & Young Adult - Literature & Fiction,19.0,393,0.494949494949495,,1,Kindle,33.59662980516061,30%+,$10-$20,10000-20000
0385737955,James Dashner,USD,5.0,4.99,1,9.99,340.20000000000005,4.5,14172,2661.0,ATVPDKIKX0DER,goodwill_ind_of_mid_tn,2021-12-21 23:26:13,The Maze Runner (Book 1),0,Teen & Young Adult - Literature & Fiction,19.0,422,0.32323232323232326,,1,Kindle,50.050050050050054,30%+,< $10,10000-20000
